ensembl_gene_id	hgnc_symbol	gene_biotype	chromosome_name	start_position	end_position	gene_biotype
ENSG00000144642	RBMS3	protein_coding	3	29322473	30051886	protein_coding
ENSG00000169230	PRELID1	protein_coding	5	176730775	176733960	protein_coding
ENSG00000152661	GJA1	protein_coding	6	121756838	121770873	protein_coding
ENSG00000198646	NCOA6	protein_coding	20	33284722	33413452	protein_coding
ENSG00000185728	YTHDF3	protein_coding	8	64081112	64125346	protein_coding
ENSG00000204310	AGPAT1	protein_coding	6	32135989	32145873	protein_coding
ENSG00000128564	VGF	protein_coding	7	100805790	100808874	protein_coding
ENSG00000170802	FOXN2	protein_coding	2	48541776	48606433	protein_coding
ENSG00000100266	PACSIN2	protein_coding	22	43231418	43411151	protein_coding
ENSG00000172116	CD8B	protein_coding	2	87042462	87089047	protein_coding
ENSG00000165025	SYK	protein_coding	9	93564069	93660831	protein_coding
ENSG00000145332	KLHL8	protein_coding	4	88081255	88161466	protein_coding
ENSG00000167011	NAT16	protein_coding	7	100813774	100823557	protein_coding
ENSG00000025156	HSF2	protein_coding	6	122720691	122754264	protein_coding
ENSG00000229615	""	protein_coding	2	87089023	87092827	protein_coding
ENSG00000162981	FAM84A	protein_coding	2	14772810	14790933	protein_coding
ENSG00000148660	CAMK2G	protein_coding	10	75572259	75634343	protein_coding
ENSG00000145247	OCIAD2	protein_coding	4	48887036	48908954	protein_coding
ENSG00000178662	CSRNP3	protein_coding	2	166326157	166545917	protein_coding
ENSG00000148090	AUH	protein_coding	9	93976097	94124195	protein_coding
ENSG00000165030	NFIL3	protein_coding	9	94171327	94186144	protein_coding
ENSG00000106384	MOGAT3	protein_coding	7	100838288	100844302	protein_coding
ENSG00000169223	LMAN2	protein_coding	5	176758563	176778853	protein_coding
ENSG00000078804	TP53INP2	protein_coding	20	33292094	33301243	protein_coding
ENSG00000124006	OBSL1	protein_coding	2	220415451	220436581	protein_coding
ENSG00000169071	ROR2	protein_coding	9	94325373	94712444	protein_coding
ENSG00000180828	BHLHE22	protein_coding	8	65492814	65496181	protein_coding
ENSG00000122691	TWIST1	protein_coding	7	19060614	19157295	protein_coding
ENSG00000146618	FERD3L	protein_coding	7	19184405	19185044	protein_coding
ENSG00000147654	EBAG9	protein_coding	8	110551940	110578225	protein_coding
ENSG00000187627	RGPD1	protein_coding	2	87135076	87241104	protein_coding
ENSG00000172817	CYP7B1	protein_coding	8	65500320	65711318	protein_coding
ENSG00000111897	SERINC1	protein_coding	6	122764499	122792967	protein_coding
ENSG00000119950	MXI1	protein_coding	10	111967363	112047123	protein_coding
ENSG00000146674	IGFBP3	protein_coding	7	45951949	45961473	protein_coding
ENSG00000170509	HSD17B13	protein_coding	4	88224941	88244058	protein_coding
ENSG00000131067	GGT7	protein_coding	20	33432523	33460663	protein_coding
ENSG00000135549	PKIB	protein_coding	6	122793076	123047518	protein_coding
ENSG00000123643	SLC36A1	protein_coding	5	150816607	150871942	protein_coding
ENSG00000163513	TGFBR2	protein_coding	3	30647994	30735634	protein_coding
ENSG00000090054	SPTLC1	protein_coding	9	94794281	94877666	protein_coding
ENSG00000105849	TWISTNB	protein_coding	7	19735085	19748710	protein_coding
ENSG00000104442	ARMC1	protein_coding	8	66514694	66546442	protein_coding
ENSG00000114648	KLHL18	protein_coding	3	47324407	47388306	protein_coding
ENSG00000265629	""	protein_coding	2	14775215	14790933	protein_coding
ENSG00000168079	SCARA5	protein_coding	8	27727399	27850244	protein_coding
ENSG00000083099	LYRM2	protein_coding	6	90277863	90348472	protein_coding
ENSG00000169220	RGS14	protein_coding	5	176784838	176799602	protein_coding
ENSG00000138347	MYPN	protein_coding	10	69865912	69971774	protein_coding
ENSG00000173013	CCDC96	protein_coding	4	7042579	7044728	protein_coding
ENSG00000173011	TADA2B	protein_coding	4	7043626	7059679	protein_coding
ENSG00000258984	UBE2F-SCLY	protein_coding	2	238875656	239008053	protein_coding
ENSG00000109519	GRPEL1	protein_coding	4	7060633	7069924	protein_coding
ENSG00000106397	PLOD3	protein_coding	7	100849258	100861701	protein_coding
ENSG00000109182	CWH43	protein_coding	4	48988264	49064098	protein_coding
ENSG00000086570	FAT2	protein_coding	5	150883654	150948505	protein_coding
ENSG00000065328	MCM10	protein_coding	10	13203554	13253104	protein_coding
ENSG00000173452	TMEM196	protein_coding	7	19758933	19813221	protein_coding
ENSG00000184985	SORCS2	protein_coding	4	7194265	7744554	protein_coding
ENSG00000076201	PTPN23	protein_coding	3	47422501	47454931	protein_coding
ENSG00000124279	FASTKD3	protein_coding	5	7859272	7869150	protein_coding
ENSG00000100271	TTLL1	protein_coding	22	43435522	43485434	protein_coding
ENSG00000115339	GALNT3	protein_coding	2	166604101	166651192	protein_coding
ENSG00000080819	CPOX	protein_coding	3	98239976	98312567	protein_coding
ENSG00000183742	MACC1	protein_coding	7	20174278	20257027	protein_coding
ENSG00000189233	NUGGC	protein_coding	8	27879481	27941388	protein_coding
ENSG00000204308	RNF5	protein_coding	6	32146131	32151930	protein_coding
ENSG00000154165	GPR15	protein_coding	3	98250743	98251960	protein_coding
ENSG00000132330	SCLY	protein_coding	2	238969530	239008054	protein_coding
ENSG00000100290	BIK	protein_coding	22	43506754	43525718	protein_coding
ENSG00000072135	PTPN18	protein_coding	2	131113580	131132982	protein_coding
ENSG00000233539	""	protein_coding	7	46713383	46799449	protein_coding
ENSG00000100294	MCAT	protein_coding	22	43528212	43539400	protein_coding
ENSG00000204634	TBC1D8	protein_coding	2	101624079	101869328	protein_coding
ENSG00000196305	IARS	protein_coding	9	94972489	95056038	protein_coding
ENSG00000119953	SMNDC1	protein_coding	10	112050488	112064709	protein_coding
ENSG00000144644	GADL1	protein_coding	3	30767692	30936257	protein_coding
ENSG00000066855	MTFR1	protein_coding	8	66556969	66683496	protein_coding
ENSG00000100300	TSPO	protein_coding	22	43547520	43559248	protein_coding
ENSG00000189045	ANKDD1B	protein_coding	5	74907284	74967671	protein_coding
ENSG00000183281	PLGLB1	protein_coding	2	87229682	87248975	protein_coding
ENSG00000164434	FABP7	protein_coding	6	123100620	123105219	protein_coding
ENSG00000105855	ITGB8	protein_coding	7	20370325	20455377	protein_coding
ENSG00000179774	ATOH7	protein_coding	10	69990386	69991871	protein_coding
ENSG00000175455	CCDC14	protein_coding	3	123616152	123680564	protein_coding
ENSG00000131183	SLC34A1	protein_coding	5	176806236	176825849	protein_coding
ENSG00000134014	ELP3	protein_coding	8	27947190	28048673	protein_coding
ENSG00000064225	ST3GAL6	protein_coding	3	98451080	98540045	protein_coding
ENSG00000100304	TTLL12	protein_coding	22	43562628	43583139	protein_coding
ENSG00000123607	TTC21B	protein_coding	2	166713985	166810353	protein_coding
ENSG00000108187	PBLD	protein_coding	10	70042417	70092806	protein_coding
ENSG00000204560	DHX16	protein_coding	6	30620896	30640814	protein_coding
ENSG00000172594	SMPDL3A	protein_coding	6	123110315	123130865	protein_coding
ENSG00000112902	SEMA5A	protein_coding	5	9035138	9546187	protein_coding
ENSG00000136205	TNS3	protein_coding	7	47314752	47622156	protein_coding
ENSG00000146352	CLVS2	protein_coding	6	123317116	123394072	protein_coding
ENSG00000131069	ACSS2	protein_coding	20	33459949	33515769	protein_coding
ENSG00000196570	PFN3	protein_coding	5	176827108	176827637	protein_coding
ENSG00000151779	NBAS	protein_coding	2	15307032	15701454	protein_coding
ENSG00000109184	DCUN1D4	protein_coding	4	52709166	52783003	protein_coding
ENSG00000067113	PPAP2A	protein_coding	5	54720682	54830878	protein_coding
ENSG00000163527	STT3B	protein_coding	3	31574130	31679112	protein_coding
ENSG00000178597	PSAPL1	protein_coding	4	7432022	7436700	protein_coding
ENSG00000125551	PLGLB2	protein_coding	2	88047606	88058312	protein_coding
ENSG00000112159	MDN1	protein_coding	6	90352218	90529442	protein_coding
ENSG00000128594	LRRC4	protein_coding	7	127667124	127672160	protein_coding
ENSG00000174697	LEP	protein_coding	7	127881337	127897681	protein_coding
ENSG00000123999	INHA	protein_coding	2	220433884	220440435	protein_coding
ENSG00000163645	FAM194A	protein_coding	3	150377672	150421758	protein_coding
ENSG00000159307	SCUBE1	protein_coding	22	43593289	43739394	protein_coding
ENSG00000196526	AFAP1	protein_coding	4	7760441	7941653	protein_coding
ENSG00000164304	CAGE1	protein_coding	6	7326889	7389976	protein_coding
ENSG00000228919	""	protein_coding	4	7940728	7942022	protein_coding
ENSG00000204305	AGER	protein_coding	6	32148745	32152101	protein_coding
ENSG00000186439	TRDN	protein_coding	6	123537483	123958238	protein_coding
ENSG00000004846	ABCB5	protein_coding	7	20654830	20816658	protein_coding
ENSG00000185304	RGPD2	protein_coding	2	88055474	88285309	protein_coding
ENSG00000106344	RBM28	protein_coding	7	127937738	127983962	protein_coding
ENSG00000196083	IL1RAP	protein_coding	3	190231840	190375843	protein_coding
ENSG00000131187	F12	protein_coding	5	176829141	176836577	protein_coding
ENSG00000177058	SLC38A9	protein_coding	5	54921673	55069022	protein_coding
ENSG00000055955	ITIH4	protein_coding	3	52846991	52865495	protein_coding
ENSG00000144589	STK11IP	protein_coding	2	220462582	220481173	protein_coding
ENSG00000096746	HNRNPH3	protein_coding	10	70090931	70102948	protein_coding
ENSG00000144488	ESPNL	protein_coding	2	239008798	239041928	protein_coding
ENSG00000147642	SYBU	protein_coding	8	110586207	110704020	protein_coding
ENSG00000113140	SPARC	protein_coding	5	151040657	151066726	protein_coding
ENSG00000186732	MPPED1	protein_coding	22	43807202	43903728	protein_coding
ENSG00000106400	ZNHIT1	protein_coding	7	100860949	100867471	protein_coding
ENSG00000198055	GRK6	protein_coding	5	176830205	176869902	protein_coding
ENSG00000144645	OSBPL10	protein_coding	3	31699382	32119072	protein_coding
ENSG00000177556	ATOX1	protein_coding	5	151121877	151152093	protein_coding
ENSG00000213390	ARHGAP19	protein_coding	10	98978996	99052413	protein_coding
ENSG00000152359	POC5	protein_coding	5	74969949	75013313	protein_coding
ENSG00000205268	PDE7A	protein_coding	8	66629745	66754557	protein_coding
ENSG00000106404	CLDN15	protein_coding	7	100875373	100882101	protein_coding
ENSG00000198000	NOL8	protein_coding	9	95059640	95087918	protein_coding
ENSG00000158435	CNOT11	protein_coding	2	101869264	101886778	protein_coding
ENSG00000188993	LRRC66	protein_coding	4	52859868	52883786	protein_coding
ENSG00000172086	KRCC1	protein_coding	2	88326724	88355248	protein_coding
ENSG00000198189	HSD17B11	protein_coding	4	88257762	88312538	protein_coding
ENSG00000169777	TAS2R1	protein_coding	5	9629109	9712490	protein_coding
ENSG00000163069	SGCB	protein_coding	4	52886872	52904648	protein_coding
ENSG00000146112	PPP1R18	protein_coding	6	30644166	30655672	protein_coding
ENSG00000168427	KLHL30	protein_coding	2	239047363	239061588	protein_coding
ENSG00000057019	DCBLD2	protein_coding	3	98514785	98620533	protein_coding
ENSG00000100983	GSS	protein_coding	20	33516236	33543620	protein_coding
ENSG00000178752	FAM132B	protein_coding	2	239067623	239077541	protein_coding
ENSG00000150756	FAM173B	protein_coding	5	10226442	10250009	protein_coding
ENSG00000145907	G3BP1	protein_coding	5	151150606	151192346	protein_coding
ENSG00000196834	POTEI	protein_coding	2	131217028	131267239	protein_coding
ENSG00000001630	CYP51A1	protein_coding	7	91741465	91772266	protein_coding
ENSG00000188312	CENPP	protein_coding	9	95087766	95382815	protein_coding
ENSG00000152093	CFC1B	protein_coding	2	131278770	131285579	protein_coding
ENSG00000170502	NUDT9	protein_coding	4	88343734	88380606	protein_coding
ENSG00000164651	SP8	protein_coding	7	20823906	20826505	protein_coding
ENSG00000214253	FIS1	protein_coding	7	100882739	100895597	protein_coding
ENSG00000163995	ABLIM2	protein_coding	4	7967039	8160559	protein_coding
ENSG00000115593	SMYD1	protein_coding	2	88367299	88412906	protein_coding
ENSG00000163162	RNF149	protein_coding	2	101887681	101925163	protein_coding
ENSG00000079841	RIMS1	protein_coding	6	72596406	73112845	protein_coding
ENSG00000105866	SP4	protein_coding	7	21467652	21554440	protein_coding
ENSG00000186976	EFCAB6	protein_coding	22	43924624	44208217	protein_coding
ENSG00000114650	SCAP	protein_coding	3	47455203	47518616	protein_coding
ENSG00000106809	OGN	protein_coding	9	95146249	95166978	protein_coding
ENSG00000137404	NRM	protein_coding	6	30655824	30659197	protein_coding
ENSG00000078814	MYH7B	protein_coding	20	33563206	33590240	protein_coding
ENSG00000132323	ILKAP	protein_coding	2	239079042	239112370	protein_coding
ENSG00000163071	SPATA18	protein_coding	4	52917497	52963458	protein_coding
ENSG00000127083	OMD	protein_coding	9	95176527	95186743	protein_coding
ENSG00000184761	""	protein_coding	2	131296668	131307456	protein_coding
ENSG00000183292	""	protein_coding	2	131328402	131341734	protein_coding
ENSG00000152583	SPARCL1	protein_coding	4	88394487	88452213	protein_coding
ENSG00000188580	NKAIN2	protein_coding	6	124125286	125146803	protein_coding
ENSG00000165879	FRAT1	protein_coding	10	99079022	99081672	protein_coding
ENSG00000221845	C7orf65	protein_coding	7	47694842	47701246	protein_coding
ENSG00000106819	ASPN	protein_coding	9	95218487	95244788	protein_coding
ENSG00000131188	PRR7	protein_coding	5	176873446	176883283	protein_coding
ENSG00000181788	SIAH2	protein_coding	3	150458914	150481264	protein_coding
ENSG00000136698	CFC1	protein_coding	2	131350339	131357123	protein_coding
ENSG00000150753	CCT5	protein_coding	5	10250033	10266524	protein_coding
ENSG00000181274	FRAT2	protein_coding	10	99092255	99094458	protein_coding
ENSG00000214237	FAM188B2	protein_coding	3	150588832	150612089	protein_coding
ENSG00000152591	DSPP	protein_coding	4	88529681	88538062	protein_coding
ENSG00000260234	""	protein_coding	3	150600784	150659530	protein_coding
ENSG00000136273	HUS1	protein_coding	7	47735328	48019178	protein_coding
ENSG00000152592	DMP1	protein_coding	4	88571459	88585513	protein_coding
ENSG00000106823	ECM2	protein_coding	9	95256365	95298937	protein_coding
ENSG00000240720	LRRD1	protein_coding	7	91741473	91808845	protein_coding
ENSG00000248050	""	protein_coding	8	110656344	110660313	protein_coding
ENSG00000146373	RNF217	protein_coding	6	125283691	125413779	protein_coding
ENSG00000130540	SULT4A1	protein_coding	22	44220389	44258398	protein_coding
ENSG00000163646	CLRN1	protein_coding	3	150643950	150690786	protein_coding
ENSG00000164794	KCNV1	protein_coding	8	110975874	110988076	protein_coding
ENSG00000168081	PNOC	protein_coding	8	28174503	28200872	protein_coding
ENSG00000243696	""	protein_coding	3	52847298	52869745	protein_coding
ENSG00000065371	ROPN1	protein_coding	3	123687368	123711025	protein_coding
ENSG00000029559	IBSP	protein_coding	4	88720733	88733074	protein_coding
ENSG00000147570	DNAJC5B	protein_coding	8	66933795	67012751	protein_coding
ENSG00000138166	DUSP5	protein_coding	10	112257596	112271302	protein_coding
ENSG00000127080	IPPK	protein_coding	9	95375466	95432547	protein_coding
ENSG00000105877	DNAH11	protein_coding	7	21582833	21941457	protein_coding
ENSG00000186918	ZNF395	protein_coding	8	28203102	28260218	protein_coding
ENSG00000124784	RIOK1	protein_coding	6	7389729	7418270	protein_coding
ENSG00000272573	MUSTN1	protein_coding	3	52867130	52869235	protein_coding
ENSG00000114867	EIF4G1	protein_coding	3	184032283	184053146	protein_coding
ENSG00000224940	PRRT4	protein_coding	7	127990379	128001739	protein_coding
ENSG00000248592	TMEM110-MUSTN1	protein_coding	3	52867137	52931578	protein_coding
ENSG00000185963	BICD2	protein_coding	9	95473645	95527094	protein_coding
ENSG00000114923	SLC4A3	protein_coding	2	220492049	220506702	protein_coding
ENSG00000158683	PKD1L1	protein_coding	7	47814250	47988088	protein_coding
ENSG00000178568	ERBB4	protein_coding	2	212240446	213403565	protein_coding
ENSG00000128581	RABL5	protein_coding	7	100956975	100965104	protein_coding
ENSG00000109189	USP46	protein_coding	4	53457138	53525502	protein_coding
ENSG00000214050	FBXO16	protein_coding	8	28205804	28347835	protein_coding
ENSG00000113758	DBN1	protein_coding	5	176883609	176901402	protein_coding
ENSG00000144893	MED12L	protein_coding	3	150803484	151154860	protein_coding
ENSG00000127081	ZNF484	protein_coding	9	95607874	95640304	protein_coding
ENSG00000135355	GJA10	protein_coding	6	90604188	90605839	protein_coding
ENSG00000163832	ELP6	protein_coding	3	47537130	47555251	protein_coding
ENSG00000175874	CREG2	protein_coding	2	101962013	102004057	protein_coding
ENSG00000186235	""	protein_coding	2	239133193	239140318	protein_coding
ENSG00000112182	BACH2	protein_coding	6	90636248	91006627	protein_coding
ENSG00000197385	ZNF860	protein_coding	3	32023263	32033120	protein_coding
ENSG00000147573	TRIM55	protein_coding	8	67039131	67087720	protein_coding
ENSG00000196460	RFX8	protein_coding	2	102013823	102091165	protein_coding
ENSG00000100991	TRPC4AP	protein_coding	20	33590207	33680674	protein_coding
ENSG00000162869	PPP1R21	protein_coding	2	48667737	48742525	protein_coding
ENSG00000152642	GPD1L	protein_coding	3	32147181	32210205	protein_coding
ENSG00000144810	COL8A1	protein_coding	3	99357319	99518070	protein_coding
ENSG00000111907	TPD52L1	protein_coding	6	125440195	125585553	protein_coding
ENSG00000226887	ERVMER34-1	protein_coding	4	53588785	53617807	protein_coding
ENSG00000127084	FGD3	protein_coding	9	95709733	95798518	protein_coding
ENSG00000108055	SMC3	protein_coding	10	112327449	112364394	protein_coding
ENSG00000145888	GLRA1	protein_coding	5	151202074	151304403	protein_coding
ENSG00000170293	CMTM8	protein_coding	3	32280171	32411817	protein_coding
ENSG00000128045	RASL11B	protein_coding	4	53728457	53733000	protein_coding
ENSG00000114646	CSPG5	protein_coding	3	47603729	47622282	protein_coding
ENSG00000157303	SUSD3	protein_coding	9	95820989	95847420	protein_coding
ENSG00000001631	KRIT1	protein_coding	7	91828283	91875480	protein_coding
ENSG00000153551	CMTM7	protein_coding	3	32433163	32524559	protein_coding
ENSG00000104290	FZD3	protein_coding	8	28351729	28431775	protein_coding
ENSG00000136275	C7orf69	protein_coding	7	47834889	47859445	protein_coding
ENSG00000184178	SCFD2	protein_coding	4	53739149	54232242	protein_coding
ENSG00000052749	RRP12	protein_coding	10	99116115	99161127	protein_coding
ENSG00000165233	C9orf89	protein_coding	9	95858500	95875565	protein_coding
ENSG00000106348	IMPDH1	protein_coding	7	128032331	128050306	protein_coding
ENSG00000091317	CMTM6	protein_coding	3	32522804	32544900	protein_coding
ENSG00000144485	HES6	protein_coding	2	239146908	239149303	protein_coding
ENSG00000088298	EDEM2	protein_coding	20	33703167	33865928	protein_coding
ENSG00000213533	TMEM110	protein_coding	3	52870235	52931612	protein_coding
ENSG00000131669	NINJ1	protein_coding	9	95883771	95896570	protein_coding
ENSG00000012232	EXTL3	protein_coding	8	28457986	28613116	protein_coding
ENSG00000222038	POTEJ	protein_coding	2	131369054	131415664	protein_coding
ENSG00000173302	GPR148	protein_coding	2	131486643	131487909	protein_coding
ENSG00000164744	SUN3	protein_coding	7	48026745	48068716	protein_coding
ENSG00000100341	PNPLA5	protein_coding	22	44275558	44287893	protein_coding
ENSG00000135341	MAP3K7	protein_coding	6	91223292	91296764	protein_coding
ENSG00000178171	AMER3	protein_coding	2	131513008	131525707	protein_coding
ENSG00000144635	DYNC1LI1	protein_coding	3	32567463	32612366	protein_coding
ENSG00000011566	MAP4K3	protein_coding	2	39476407	39664453	protein_coding
ENSG00000132911	NMUR2	protein_coding	5	151771093	151812929	protein_coding
ENSG00000144285	SCN1A	protein_coding	2	166845670	166984523	protein_coding
ENSG00000030419	IKZF2	protein_coding	2	213864429	214017151	protein_coding
ENSG00000147571	CRH	protein_coding	8	67088620	67090960	protein_coding
ENSG00000100344	PNPLA3	protein_coding	22	44319619	44360368	protein_coding
ENSG00000204130	RUFY2	protein_coding	10	70100864	70167051	protein_coding
ENSG00000179041	RRS1	protein_coding	8	67341263	67342966	protein_coding
ENSG00000196923	PDLIM7	protein_coding	5	176910395	176924607	protein_coding
ENSG00000122012	SV2C	protein_coding	5	75378997	75649764	protein_coding
ENSG00000104299	INTS9	protein_coding	8	28625178	28747759	protein_coding
ENSG00000137337	MDC1	protein_coding	6	30667584	30685666	protein_coding
ENSG00000101000	PROCR	protein_coding	20	33759876	33765165	protein_coding
ENSG00000254996	ANKHD1-EIF4EBP3	protein_coding	5	139781493	139929154	protein_coding
ENSG00000204304	PBX2	protein_coding	6	32152512	32157963	protein_coding
ENSG00000100347	SAMM50	protein_coding	22	44351301	44406411	protein_coding
ENSG00000116106	EPHA4	protein_coding	2	222282747	222438922	protein_coding
ENSG00000125966	MMP24	protein_coding	20	33814457	33864801	protein_coding
ENSG00000165238	WNK2	protein_coding	9	95947198	96082854	protein_coding
ENSG00000164796	CSMD3	protein_coding	8	113235157	114449328	protein_coding
ENSG00000147576	ADHFE1	protein_coding	8	67342420	67383836	protein_coding
ENSG00000164649	CDCA7L	protein_coding	7	21940518	21985702	protein_coding
ENSG00000151632	AKR1C2	protein_coding	10	5029967	5060223	protein_coding
ENSG00000136002	ARHGEF4	protein_coding	2	131594489	131804836	protein_coding
ENSG00000160145	KALRN	protein_coding	3	123798870	124445172	protein_coding
ENSG00000132326	PER2	protein_coding	2	239152679	239198743	protein_coding
ENSG00000173473	SMARCC1	protein_coding	3	47626762	47823596	protein_coding
ENSG00000188677	PARVB	protein_coding	22	44395091	44568829	protein_coding
ENSG00000125089	SH3TC1	protein_coding	4	8183799	8243530	protein_coding
ENSG00000184220	CMSS1	protein_coding	3	99536678	99897447	protein_coding
ENSG00000152595	MEPE	protein_coding	4	88742563	88767969	protein_coding
ENSG00000213523	SRA1	protein_coding	5	139916925	139937895	protein_coding
ENSG00000242372	EIF6	protein_coding	20	33866714	33872788	protein_coding
ENSG00000204352	C9orf129	protein_coding	9	96080481	96108696	protein_coding
ENSG00000243056	EIF4EBP3	protein_coding	5	139927251	139929163	protein_coding
ENSG00000106436	MYL10	protein_coding	7	101256605	101272576	protein_coding
ENSG00000111906	HDDC2	protein_coding	6	125541108	125623282	protein_coding
ENSG00000188938	FAM120AOS	protein_coding	9	96208776	96215874	protein_coding
ENSG00000117868	ESYT2	protein_coding	7	158523686	158622944	protein_coding
ENSG00000169432	SCN9A	protein_coding	2	167051695	167232503	protein_coding
ENSG00000268396	""	protein_coding	2	239192329	239192498	protein_coding
ENSG00000164746	C7orf57	protein_coding	7	48075108	48100901	protein_coding
ENSG00000155511	GRIA1	protein_coding	5	152869175	153193429	protein_coding
ENSG00000204104	TRAF3IP1	protein_coding	2	239229082	239309541	protein_coding
ENSG00000183696	UPP1	protein_coding	7	48128225	48148330	protein_coding
ENSG00000163935	SFMBT1	protein_coding	3	52937588	53080766	protein_coding
ENSG00000048828	FAM120A	protein_coding	9	96214004	96328397	protein_coding
ENSG00000135547	HEY2	protein_coding	6	126068810	126082415	protein_coding
ENSG00000079785	DDX1	protein_coding	2	15731302	15771235	protein_coding
ENSG00000163586	FABP1	protein_coding	2	88422510	88427635	protein_coding
ENSG00000196139	AKR1C3	protein_coding	10	5077546	5149878	protein_coding
ENSG00000135333	EPHA7	protein_coding	6	93949738	94129265	protein_coding
ENSG00000125998	FAM83C	protein_coding	20	33873534	33880204	protein_coding
ENSG00000182973	CNOT10	protein_coding	3	32726637	32815367	protein_coding
ENSG00000197724	PHF2	protein_coding	9	96338689	96441869	protein_coding
ENSG00000146094	DOK3	protein_coding	5	176928908	176938275	protein_coding
ENSG00000131668	BARX1	protein_coding	9	96713905	96717654	protein_coding
ENSG00000113108	APBB3	protein_coding	5	139937853	139973337	protein_coding
ENSG00000145216	FIP1L1	protein_coding	4	54243810	55161439	protein_coding
ENSG00000138964	PARVG	protein_coding	22	44568836	44615413	protein_coding
ENSG00000144115	THNSL2	protein_coding	2	88469835	88486146	protein_coding
ENSG00000126870	WDR60	protein_coding	7	158649269	158749438	protein_coding
ENSG00000152670	DDX4	protein_coding	5	55033845	55112985	protein_coding
ENSG00000196326	AKR1CL1	protein_coding	10	5196335	5244449	protein_coding
ENSG00000174946	GPR171	protein_coding	3	150915619	150920988	protein_coding
ENSG00000272305	""	protein_coding	3	53003135	53133469	protein_coding
ENSG00000174944	P2RY14	protein_coding	3	150929905	150996255	protein_coding
ENSG00000158079	PTPDC1	protein_coding	9	96793076	96872138	protein_coding
ENSG00000152154	TMEM178A	protein_coding	2	39892122	39945103	protein_coding
ENSG00000138271	GPR87	protein_coding	3	151011891	151034740	protein_coding
ENSG00000181631	P2RY13	protein_coding	3	151044100	151047336	protein_coding
ENSG00000175787	ZNF169	protein_coding	9	97021593	97063736	protein_coding
ENSG00000145703	IQGAP2	protein_coding	5	75699074	76003957	protein_coding
ENSG00000101019	UQCC1	protein_coding	20	33890369	33999944	protein_coding
ENSG00000147421	HMBOX1	protein_coding	8	28747911	28922281	protein_coding
ENSG00000136237	RAPGEF5	protein_coding	7	22157856	22396763	protein_coding
ENSG00000130950	NUTM2F	protein_coding	9	97077605	97090926	protein_coding
ENSG00000138346	DNA2	protein_coding	10	70173821	70231879	protein_coding
ENSG00000169313	P2RY12	protein_coding	3	151055168	151102600	protein_coding
ENSG00000257923	CUX1	protein_coding	7	101458959	101927249	protein_coding
ENSG00000135903	PAX3	protein_coding	2	223064607	223163715	protein_coding
ENSG00000213654	GPSM3	protein_coding	6	32158543	32163300	protein_coding
ENSG00000179869	ABCA13	protein_coding	7	48211055	48687092	protein_coding
ENSG00000148110	HIATL1	protein_coding	9	97136833	97223324	protein_coding
ENSG00000172073	TEX37	protein_coding	2	88824169	88829102	protein_coding
ENSG00000111912	NCOA7	protein_coding	6	126102307	126252266	protein_coding
ENSG00000152580	IGSF10	protein_coding	3	151143172	151176497	protein_coding
ENSG00000170801	HTRA3	protein_coding	4	8271492	8308838	protein_coding
ENSG00000130957	FBP2	protein_coding	9	97321002	97356075	protein_coding
ENSG00000231031	""	protein_coding	2	15830906	15884463	protein_coding
ENSG00000165140	FBP1	protein_coding	9	97365415	97402531	protein_coding
ENSG00000072201	LNX1	protein_coding	4	54325468	54567572	protein_coding
ENSG00000134323	MYCN	protein_coding	2	16080686	16087129	protein_coding
ENSG00000138944	KIAA1644	protein_coding	22	44639547	44708731	protein_coding
ENSG00000118785	SPP1	protein_coding	4	88896819	88904562	protein_coding
ENSG00000220702	""	protein_coding	22	44761431	44762164	protein_coding
ENSG00000188636	LDOC1L	protein_coding	22	44888452	44894178	protein_coding
ENSG00000065802	ASB1	protein_coding	2	239335383	239360891	protein_coding
ENSG00000163933	RFT1	protein_coding	3	53122499	53164478	protein_coding
ENSG00000144451	SPAG16	protein_coding	2	214149113	215275225	protein_coding
ENSG00000233608	TWIST2	protein_coding	2	239756673	239795893	protein_coding
ENSG00000172071	EIF2AK3	protein_coding	2	88856259	88927094	protein_coding
ENSG00000204301	NOTCH4	protein_coding	6	32162620	32191844	protein_coding
ENSG00000106018	VIPR2	protein_coding	7	158820866	158937649	protein_coding
ENSG00000055147	FAM114A2	protein_coding	5	153369688	153418496	protein_coding
ENSG00000135245	HILPDA	protein_coding	7	128095903	128098472	protein_coding
ENSG00000122912	SLC25A16	protein_coding	10	70237756	70287231	protein_coding
ENSG00000169085	C8orf46	protein_coding	8	67372238	67430759	protein_coding
ENSG00000186654	PRR5	protein_coding	22	45064593	45133561	protein_coding
ENSG00000148120	C9orf3	protein_coding	9	97488983	97849441	protein_coding
ENSG00000087008	ACOX3	protein_coding	4	8368009	8442450	protein_coding
ENSG00000168386	FILIP1L	protein_coding	3	99548985	99833357	protein_coding
ENSG00000118762	PKD2	protein_coding	4	88928820	88998929	protein_coding
ENSG00000172469	MANEA	protein_coding	6	96025419	96057333	protein_coding
ENSG00000153574	RPIA	protein_coding	2	88991162	89050452	protein_coding
ENSG00000197872	FAM49A	protein_coding	2	16730727	16847599	protein_coding
ENSG00000172461	FUT9	protein_coding	6	96463860	96663488	protein_coding
ENSG00000132153	DHX30	protein_coding	3	47844399	47891685	protein_coding
ENSG00000197953	AADACL2	protein_coding	3	151451704	151479127	protein_coding
